2019 Federal Election House of Representatives Two Party Preferred By Polling Place [Event:24310 Phase:FinalResults Generated:2019-07-30T11:10:52 Cycle:02109509-c159-4199-88f6-389818be8a1c Created:2019-07-26T10:57:31 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.7.17.56581],,,,,,,,,,
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,Australian Labor Party Votes,Australian Labor Party Percentage,TotalVotes,Swing
VIC,320,Cooper,3113,Reservoir South,207,27.97,533,72.03,740,-4.58
VIC,320,Cooper,5116,Reservoir West,323,23.89,1029,76.11,1352,-3.05
VIC,320,Cooper,3115,Ruthven,618,33.97,1201,66.03,1819,1.42
VIC,320,Cooper,91380,Special Hospital Team 1,38,26.03,108,73.97,146,-12.21
VIC,320,Cooper,5117,Thornbury,244,13.01,1631,86.99,1875,-7.47
VIC,320,Cooper,64643,Thornbury COOPER PPVC,3448,24.31,10734,75.69,14182,-2.86
VIC,320,Cooper,3117,Thornbury East,419,22.11,1476,77.89,1895,-3.91
VIC,320,Cooper,3118,Thornbury South,396,19.19,1668,80.81,2064,-5.22
VIC,320,Cooper,3119,Westgarth,144,13.4,931,86.6,1075,-7.43
VIC,207,Corangamite,3449,Aireys Inlet,140,28.23,356,71.77,496,-8.36
VIC,207,Corangamite,3451,Anglesea,377,41.57,530,58.43,907,-4.73
VIC,207,Corangamite,3452,Apollo Bay,298,42.33,406,57.67,704,-5.5
VIC,207,Corangamite,83622,Armstrong Creek East,467,38,762,62,1229,-9.11
VIC,207,Corangamite,3454,Bannockburn,1100,45.3,1328,54.7,2428,-2.27
VIC,207,Corangamite,34013,Barwon CORANGAMITE PPVC,5074,52.71,4553,47.29,9627,-0.23
VIC,207,Corangamite,3457,Barwon Heads,814,48.83,853,51.17,1667,-5.91
VIC,207,Corangamite,51222,Beacon Point,561,47.42,622,52.58,1183,1.09
VIC,207,Corangamite,83641,Bellarine PPVC,4070,53.41,3550,46.59,7620,5.53
VIC,207,Corangamite,3462,Bellbrae,197,35.56,357,64.44,554,-7.36
VIC,207,Corangamite,3465,Birregurra,232,53.95,198,46.05,430,-5.14
VIC,207,Corangamite,65394,BLV Corangamite PPVC,6,54.55,5,45.45,11,17.05
VIC,207,Corangamite,3467,Ceres,365,72.13,141,27.87,506,2.31
VIC,207,Corangamite,3468,Clifton Springs,1223,43.73,1574,56.27,2797,0.73
VIC,207,Corangamite,91539,Colac CORANGAMITE PPVC,643,56.35,498,43.65,1141,-6.83
VIC,207,Corangamite,3474,Connewarre,121,60.2,80,39.8,201,10.39
VIC,207,Corangamite,3477,Deans Marsh,83,37.56,138,62.44,221,-6.49
VIC,207,Corangamite,30198,Divisional Office (PREPOLL),0,0,0,0,0,-50
VIC,207,Corangamite,3478,Drysdale,828,48.88,866,51.12,1694,-0.17
VIC,207,Corangamite,3480,Forrest,84,41.58,118,58.42,202,-2.86
VIC,207,Corangamite,3481,Freshwater Creek,93,59.24,64,40.76,157,-5.36
VIC,207,Corangamite,58623,Geelong CORANGAMITE PPVC,3135,50.01,3134,49.99,6269,0.5
VIC,207,Corangamite,3483,Gellibrand River,78,42.86,104,57.14,182,-3.29
VIC,207,Corangamite,3487,Grovedale,839,42.65,1128,57.35,1967,-1.03
VIC,207,Corangamite,83770,Grovedale Central,462,40.78,671,59.22,1133,-2.51
VIC,207,Corangamite,32829,Grovedale East,675,45.09,822,54.91,1497,1.66
VIC,207,Corangamite,11885,Grovedale West,913,46.23,1062,53.77,1975,3.83
VIC,207,Corangamite,91526,Highton South (Corangamite),175,45.22,212,54.78,387,-3.33
VIC,207,Corangamite,3490,Inverleigh,455,57.52,336,42.48,791,-0.89
VIC,207,Corangamite,3495,Lavers Hill,32,32.99,65,67.01,97,-15.71
VIC,207,Corangamite,3496,Leopold,1466,46.96,1656,53.04,3122,3.57
VIC,207,Corangamite,83471,Leopold North,544,46.14,635,53.86,1179,2.94
VIC,207,Corangamite,3497,Lethbridge,316,50.56,309,49.44,625,-0.78
VIC,207,Corangamite,3498,Lorne,259,53.96,221,46.04,480,-1.3
VIC,207,Corangamite,3308,Meredith,203,46.67,232,53.33,435,-3.94
VIC,207,Corangamite,3503,Moriac,432,60.59,281,39.41,713,-2.09
VIC,207,Corangamite,3504,Mount Duneed,439,48.24,471,51.76,910,-6.98
VIC,207,Corangamite,83618,Ocean Grove,569,45.41,684,54.59,1253,-2.1
VIC,207,Corangamite,46544,Ocean Grove South,637,40.78,925,59.22,1562,-7.11
VIC,207,Corangamite,3508,Ocean Grove West,785,44.33,986,55.67,1771,-2.5
VIC,207,Corangamite,3510,Point Lonsdale,469,50.43,461,49.57,930,-11.17
VIC,207,Corangamite,3511,Portarlington,870,49.57,885,50.43,1755,-0.13
VIC,207,Corangamite,3512,Queenscliff,165,46.22,192,53.78,357,-8.21
VIC,207,Corangamite,31548,Special Hospital Team 1,219,65.96,113,34.04,332,13.36
VIC,207,Corangamite,32687,Special Hospital Team 2,104,56.83,79,43.17,183,4.27
VIC,207,Corangamite,36427,Special Hospital Team 3,75,54.74,62,45.26,137,2.17
VIC,207,Corangamite,3514,St Leonards,540,46.08,632,53.92,1172,-0.67
VIC,207,Corangamite,3517,Teesdale,421,48.78,442,51.22,863,-0.96
VIC,207,Corangamite,3518,Torquay,307,41.32,436,58.68,743,-8.21
VIC,207,Corangamite,83617,Torquay East,172,42.05,237,57.95,409,-6.89
VIC,207,Corangamite,33067,Torquay North,738,40.57,1081,59.43,1819,-7.99
VIC,207,Corangamite,97603,Torquay PPVC,5075,46.76,5779,53.24,10854,-4.12
VIC,207,Corangamite,3519,Wallington,441,53.39,385,46.61,826,-6.11
VIC,207,Corangamite,3523,Winchelsea,555,52.71,498,47.29,1053,-1.36
VIC,207,Corangamite,3524,Winchelsea South,133,46.34,154,53.66,287,-7.6
VIC,208,Corio,3250,Anakie,247,54.89,203,45.11,450,1.43
VIC,208,Corio,64628,Barwon CORIO PPVC,7049,45.79,8345,54.21,15394,-3.88
VIC,208,Corio,3530,Bell Park,630,37.66,1043,62.34,1673,1.03
VIC,208,Corio,51223,Bell Park South,307,35.49,558,64.51,865,-1.01
VIC,208,Corio,3550,Bell Post Hill,685,35.81,1228,64.19,1913,1.29
VIC,208,Corio,3506,Belmont,344,34.96,640,65.04,984,-6.72
VIC,208,Corio,3464,Belmont North,829,39.44,1273,60.56,2102,-5.74
VIC,208,Corio,65583,BLV Corio PPVC,5,27.78,13,72.22,18,-13.4
VIC,208,Corio,3532,Britannia,533,36.31,935,63.69,1468,-4.48
VIC,208,Corio,3535,Corio Central,377,25.68,1091,74.32,1468,2.23
VIC,208,Corio,3536,Corio West,337,19.99,1349,80.01,1686,-1.84
VIC,208,Corio,30199,Divisional Office (PREPOLL),35,32.11,74,67.89,109,0.68
VIC,208,Corio,3538,Geelong,717,37.86,1177,62.14,1894,-4.1
VIC,208,Corio,31536,Geelong CORIO PPVC,5764,40.04,8631,59.96,14395,-5.58
VIC,208,Corio,3528,Geelong South,572,35.05,1060,64.95,1632,-2.3
VIC,208,Corio,3539,Geelong West,475,36.2,837,63.8,1312,-2.41
VIC,208,Corio,3540,Hamlyn Heights,732,38.34,1177,61.66,1909,-0.14
VIC,208,Corio,47829,Hendy,468,23.21,1548,76.79,2016,-1.51
VIC,208,Corio,3541,Herne Hill,372,34.16,717,65.84,1089,-1.42
VIC,208,Corio,32828,Highton,973,46.87,1103,53.13,2076,-3.52
VIC,208,Corio,3488,Highton North,522,53.21,459,46.79,981,-2.5
VIC,208,Corio,3460,Highton South (Corio),837,44.59,1040,55.41,1877,-3.5
VIC,208,Corio,46542,Highton West,894,47.83,975,52.17,1869,-10.47
VIC,208,Corio,3543,Lara,1055,42.97,1400,57.03,2455,2.94
VIC,208,Corio,3544,Lara Central,778,38.84,1225,61.16,2003,-0.07
VIC,208,Corio,46551,Lara Lake,602,34.68,1134,65.32,1736,-0.61
VIC,208,Corio,97421,Lara West,309,34.03,599,65.97,908,-5.96
VIC,208,Corio,3545,Manifold Heights,648,39.37,998,60.63,1646,1.63
VIC,208,Corio,3546,Newcomb,450,28.09,1152,71.91,1602,-3.58
VIC,208,Corio,3547,Newcomb South,522,32.6,1079,67.4,1601,-1.11
VIC,208,Corio,3552,Newtown,840,47.14,942,52.86,1782,-3.66
VIC,208,Corio,3533,Newtown South,1135,51.15,1084,48.85,2219,-3.54
VIC,208,Corio,3548,Norlane,759,32.31,1590,67.69,2349,3.4
VIC,208,Corio,3549,North Shore,288,22.07,1017,77.93,1305,-0.31
VIC,208,Corio,83207,Other Mobile Team 1,8,28.57,20,71.43,28,-15.27
VIC,208,Corio,31533,Special Hospital Team 1,184,37.02,313,62.98,497,-1.52
VIC,208,Corio,31535,Special Hospital Team 2,249,37.05,423,62.95,672,-1.55
VIC,208,Corio,46554,Special Hospital Team 3,137,45.36,165,54.64,302,6.9
VIC,208,Corio,3554,Thomson,610,29.6,1451,70.4,2061,1.72
VIC,209,Deakin,4879,Alexandra Road,798,44.73,986,55.27,1784,-5.95
VIC,209,Deakin,3558,Antonio Park,554,44.75,684,55.25,1238,-8.53
VIC,209,Deakin,4869,Bayswater North,1074,49.54,1094,50.46,2168,-1.17
VIC,209,Deakin,83715,Bedford Park,322,45.35,388,54.65,710,-5.91
VIC,209,Deakin,58637,Blackburn North DEAKIN PPVC,1981,57.72,1451,42.28,3432,0.29
VIC,209,Deakin,65402,BLV Deakin PPVC,12,54.55,10,45.45,22,9.1
VIC,209,Deakin,3564,Charlesworth Park,970,58.12,699,41.88,1669,-1.36
VIC,209,Deakin,4875,Croydon,791,46.92,895,53.08,1686,-8.06
VIC,209,Deakin,3376,Croydon Central,649,54.58,540,45.42,1189,1.35
VIC,209,Deakin,83755,Croydon DEAKIN PPVC,5744,62.48,3449,37.52,9193,6.24
VIC,209,Deakin,4876,Croydon East (Deakin),819,48.58,867,51.42,1686,-4.44
VIC,209,Deakin,65399,Croydon Hills (Deakin),1226,60.9,787,39.1,2013,0.62
VIC,209,Deakin,3378,Croydon North (Deakin),422,51.72,394,48.28,816,-4.77
VIC,209,Deakin,4877,Croydon South,378,52.07,348,47.93,726,-3.15
VIC,209,Deakin,11525,Croydon Town,509,50.6,497,49.4,1006,-1.32
VIC,209,Deakin,3379,Croydon West,560,49.3,576,50.7,1136,-3.78
VIC,209,Deakin,30200,Divisional Office (PREPOLL),0,0,0,0,0,-58.85
VIC,209,Deakin,2949,Eastmont,665,56.21,518,43.79,1183,-1.68
VIC,209,Deakin,12079,Glen Park,389,48.2,418,51.8,807,-0.78
VIC,209,Deakin,3568,Heatherdale,444,45.63,529,54.37,973,-2.54
VIC,209,Deakin,2953,Heathmont,557,47.69,611,52.31,1168,-6.22
VIC,209,Deakin,2954,Heathmont East,526,52.6,474,47.4,1000,-3.54
VIC,209,Deakin,11514,Heathmont West,479,49.9,481,50.1,960,-6.54
VIC,209,Deakin,3386,Kalinda (Deakin),957,52.93,851,47.07,1808,-6.96
VIC,209,Deakin,91645,Kilsyth (Deakin),197,53.24,173,46.76,370,1.61
VIC,209,Deakin,91674,Kilsyth East (Deakin),26,41.94,36,58.06,62,-10
VIC,209,Deakin,91665,Lilydale DEAKIN PPVC,349,54.62,290,45.38,639,-5.43
VIC,209,Deakin,91637,Manchester (Deakin),102,45.13,124,54.87,226,-6.31
VIC,209,Deakin,3572,Mitcham,481,46.74,548,53.26,1029,-4.9
VIC,209,Deakin,3575,Mitcham North (Deakin),807,47.55,890,52.45,1697,-2.74
VIC,209,Deakin,91651,Mooroolbark (Deakin),67,46.85,76,53.15,143,-3.15
VIC,209,Deakin,2960,Morack,821,52.73,736,47.27,1557,-5.58
VIC,209,Deakin,3394,Norwood,595,51.47,561,48.53,1156,-3.8
VIC,209,Deakin,3576,Nunawading South,781,45.22,946,54.78,1727,-3.95
VIC,209,Deakin,65736,Other Mobile Team 1,1,33.33,2,66.67,3,33.33
VIC,209,Deakin,3577,Parkmore,737,48.61,779,51.39,1516,-1.56
VIC,209,Deakin,3581,Rangeview,657,47.89,715,52.11,1372,-7.69
VIC,209,Deakin,3398,Ringwood,355,45.4,427,54.6,782,-0.71
VIC,209,Deakin,32108,Ringwood DEAKIN PPVC,7241,58.21,5199,41.79,12440,-2.21
VIC,209,Deakin,3399,Ringwood East,443,51.81,412,48.19,855,-1.75
VIC,209,Deakin,3400,Ringwood Heights,516,48.36,551,51.64,1067,-5.05
VIC,209,Deakin,34011,Ringwood North (Deakin),845,58.52,599,41.48,1444,-3.48
VIC,209,Deakin,2962,Ringwood South,903,48.03,977,51.97,1880,-2.67
VIC,209,Deakin,31572,Special Hospital Team 1,164,63.32,95,36.68,259,-1.03
VIC,209,Deakin,31583,Special Hospital Team 2,310,71.93,121,28.07,431,7.36
VIC,209,Deakin,91663,Special Hospital Team 3,107,58.15,77,41.85,184,-6.24
VIC,209,Deakin,4910,Tinternvale,818,51.41,773,48.59,1591,-2.2
VIC,209,Deakin,3583,Vermont North,526,52.71,472,47.29,998,-4.48
VIC,209,Deakin,91710,Warranwood (Deakin),157,59.92,105,40.08,262,0.85
VIC,209,Deakin,3584,Weeden Heights,827,57.27,617,42.73,1444,-2.4
VIC,209,Deakin,31766,Yarra Road (Deakin),786,63.59,450,36.41,1236,-0.46
VIC,210,Dunkley,3587,Aldercourt,371,30.48,846,69.52,1217,-1.71
VIC,210,Dunkley,3588,Baden Powell,733,53.12,647,46.88,1380,-9.19
VIC,210,Dunkley,3589,Ballam Park,266,34.77,499,65.23,765,-3.1
VIC,210,Dunkley,35287,Baxter (Dunkley),340,56.67,260,43.33,600,2.72
VIC,210,Dunkley,31462,Belvedere Park,637,39.42,979,60.58,1616,-0.93
VIC,210,Dunkley,65547,BLV Dunkley PPVC,2,22.22,7,77.78,9,-13.49
VIC,210,Dunkley,3592,Bruce Park,361,39.2,560,60.8,921,-8.54
VIC,210,Dunkley,3956,Carrum Downs,485,35.9,866,64.1,1351,-2.37
VIC,210,Dunkley,64692,Carrum Downs North,816,43.45,1062,56.55,1878,-3.14
VIC,210,Dunkley,97535,Carrum Downs PPVC,4865,45.81,5755,54.19,10620,5.98
VIC,210,Dunkley,97548,Carrum Downs West,134,41.74,187,58.26,321,1.29
VIC,210,Dunkley,97461,Cranbourne DUNKLEY PPVC,207,47.92,225,52.08,432,-3.75
VIC,210,Dunkley,3593,Derinya,661,51.24,629,48.76,1290,-8.94
VIC,210,Dunkley,30201,Divisional Office (PREPOLL),344,58.21,247,41.79,591,4.91
VIC,210,Dunkley,3594,Frankston,483,40.15,720,59.85,1203,-5.65
VIC,210,Dunkley,36414,Frankston DUNKLEY PPVC,7231,50.27,7152,49.73,14383,0.34
VIC,210,Dunkley,3596,Frankston East,567,41.75,791,58.25,1358,-1.64
VIC,210,Dunkley,3598,Frankston Heights,362,38.68,574,61.32,936,-0.98
VIC,210,Dunkley,3599,Frankston Rail,195,32.99,396,67.01,591,-2.72
VIC,210,Dunkley,3600,Frankston South,777,38.97,1217,61.03,1994,-4.88
VIC,210,Dunkley,3601,Kananook,440,36.85,754,63.15,1194,-1.2
VIC,210,Dunkley,3602,Karingal,515,35.13,951,64.87,1466,-1.89
VIC,210,Dunkley,3603,Karingal Heights,477,37.47,796,62.53,1273,-1.31
VIC,210,Dunkley,11886,Kingsley Park,605,44.1,767,55.9,1372,-2.56
VIC,210,Dunkley,3604,Kunyung,619,55.77,491,44.23,1110,-7.76
VIC,210,Dunkley,3640,Langwarrin,930,47.45,1030,52.55,1960,-0.63
VIC,210,Dunkley,65123,Langwarrin Hall,589,48.32,630,51.68,1219,-0.31
VIC,210,Dunkley,33071,Langwarrin North,561,49.96,562,50.04,1123,-1.53
VIC,210,Dunkley,11656,Langwarrin Park,712,47.88,775,52.12,1487,-1.28
VIC,210,Dunkley,83451,Langwarrin PPVC,2758,52.28,2517,47.72,5275,1.84
VIC,210,Dunkley,31974,Lyrebird,617,36.57,1070,63.43,1687,0.35
VIC,210,Dunkley,82825,Mornington DUNKLEY PPVC,1286,62.58,769,37.42,2055,6.04
VIC,210,Dunkley,3607,Mt Eliza,1085,61.06,692,38.94,1777,-4.27
VIC,210,Dunkley,11652,Mt Eliza Central,686,74.89,230,25.11,916,-5.13
VIC,210,Dunkley,3608,Mt Eliza North,423,51.52,398,48.48,821,-10.87
VIC,210,Dunkley,65124,Mt Eliza South,732,55.79,580,44.21,1312,-6.97
VIC,210,Dunkley,3590,Mt Erin,915,52.14,840,47.86,1755,-2.51
VIC,210,Dunkley,31051,Rowellyn Park,419,37.18,708,62.82,1127,0.8
VIC,210,Dunkley,4159,Seaford,472,36.03,838,63.97,1310,-4.47
VIC,210,Dunkley,4160,Seaford North,392,35.32,718,64.68,1110,-7.11
VIC,210,Dunkley,3979,Skye,659,42.19,903,57.81,1562,1.18
VIC,210,Dunkley,31534,Special Hospital Team 1,65,42.21,89,57.79,154,-7.57
VIC,210,Dunkley,31530,Special Hospital Team 2,199,58.88,139,41.12,338,9.02
VIC,210,Dunkley,34055,Special Hospital Team 3,71,57.26,53,42.74,124,7.45
VIC,211,Flinders,3613,Balnarring,492,46.02,577,53.98,1069,-5.15
VIC,211,Flinders,3615,Baxter (Flinders),485,54.56,404,45.44,889,1.77
VIC,211,Flinders,3617,Bittern,278,42.25,380,57.75,658,-9.82
VIC,211,Flinders,3618,Blairgowrie,519,58.45,369,41.55,888,-0.56
VIC,211,Flinders,65434,BLV Flinders PPVC,6,42.86,8,57.14,14,9.53
VIC,211,Flinders,3619,Boneo,302,51.8,281,48.2,583,-1.28
VIC,211,Flinders,3625,Crib Point,306,48.26,328,51.74,634,-0.99
VIC,211,Flinders,30202,Divisional Office (PREPOLL),0,0,0,0,0,0
VIC,211,Flinders,3629,Dromana,810,48.88,847,51.12,1657,-5.49
VIC,211,Flinders,31295,Dromana Beach,199,54.08,169,45.92,368,-3.78
VIC,211,Flinders,69887,Dromana North,502,55.16,408,44.84,910,-1.93
VIC,211,Flinders,3631,Flinders,310,55.96,244,44.04,554,-13.59
VIC,211,Flinders,91941,Frankston FLINDERS PPVC,489,50.67,476,49.33,965,-1.18
VIC,211,Flinders,3635,Hastings,629,48.24,675,51.76,1304,-1.24
VIC,211,Flinders,31697,Hastings PPVC,6801,56.51,5233,43.49,12034,-0.36
VIC,211,Flinders,83772,Hastings West,264,51.06,253,48.94,517,1.59
VIC,211,Flinders,3645,Moorooduc,302,63.58,173,36.42,475,-9.59
VIC,211,Flinders,3605,Mornington,1080,54.14,915,45.86,1995,-8.08
VIC,211,Flinders,31452,Mornington East,925,54.73,765,45.27,1690,-2.34
VIC,211,Flinders,82831,Mornington FLINDERS PPVC,10063,60.86,6472,39.14,16535,3.82
VIC,211,Flinders,3606,Mornington South,634,49.84,638,50.16,1272,-4
VIC,211,Flinders,3646,Mt Martha,856,50.38,843,49.62,1699,-10.92
VIC,211,Flinders,83809,Mt Martha Nepean,149,60.32,98,39.68,247,1.06
VIC,211,Flinders,11520,Mt Martha North,1001,54.2,846,45.8,1847,-6.28
VIC,211,Flinders,3652,Portsea,203,69.28,90,30.72,293,-10.17
VIC,211,Flinders,3653,Red Hill,410,45.71,487,54.29,897,-12.7
VIC,211,Flinders,3656,Rosebud East,721,48.39,769,51.61,1490,-0.05
VIC,211,Flinders,66007,Rosebud PPVC,8483,56.4,6557,43.6,15040,-2.73
VIC,211,Flinders,11517,Rosebud South,647,50,647,50,1294,-3.67
VIC,211,Flinders,3657,Rosebud West,495,42.27,676,57.73,1171,-5.66
VIC,211,Flinders,3658,Rye,753,45.86,889,54.14,1642,-2.81
VIC,211,Flinders,3661,Shoreham,119,39.14,185,60.86,304,-12.86
VIC,211,Flinders,3662,Somers,228,43.35,298,56.65,526,-3.87
VIC,211,Flinders,83697,Somerville,333,56.44,257,43.56,590,1.39
VIC,211,Flinders,31059,Somerville East,764,52.47,692,47.53,1456,-3.91
VIC,211,Flinders,3663,Somerville West,1010,54.21,853,45.79,1863,-0.1
VIC,211,Flinders,3664,Sorrento,442,60.8,285,39.2,727,-6.38
VIC,211,Flinders,31522,Special Hospital Team 1,149,56.87,113,43.13,262,0.38
VIC,211,Flinders,31523,Special Hospital Team 2,149,65.64,78,34.36,227,9
VIC,211,Flinders,91935,Special Hospital Team 3,132,68.75,60,31.25,192,12.19
VIC,211,Flinders,31465,St Andrews Beach,200,36.3,351,63.7,551,-12.59
VIC,211,Flinders,3609,Tanti Park,450,42.17,617,57.83,1067,-3.9
VIC,211,Flinders,3666,Tootgarook,377,45.53,451,54.47,828,1.22
VIC,211,Flinders,3667,Tyabb,551,58.93,384,41.07,935,0.91
VIC,321,Fraser,3345,Albanvale (Fraser),174,28.57,435,71.43,609,8.59
VIC,321,Fraser,3346,Albion,418,31.33,916,68.67,1334,1.12
VIC,321,Fraser,4240,Ardeer South,368,31.62,796,68.38,1164,6.67
VIC,321,Fraser,91788,BLV Fraser PPVC,5,45.45,6,54.55,11,9.74
VIC,321,Fraser,46536,Cairnlea (Fraser),635,33.42,1265,66.58,1900,6.82
VIC,321,Fraser,91905,Deer Park Central (Fraser),31,34.07,60,65.93,91,8.13
VIC,321,Fraser,31046,Delahey (Fraser),536,27.32,1426,72.68,1962,5.21
VIC,321,Fraser,91908,Divisional Office (PREPOLL),5,71.43,2,28.57,7,71.43
VIC,321,Fraser,91798,Essendon FRASER PPVC,763,55.09,622,44.91,1385,14.01
VIC,321,Fraser,91831,Footscray FRASER PPVC,1065,33.86,2080,66.14,3145,-1.78
VIC,321,Fraser,32904,Glengala,299,29.2,725,70.8,1024,5.51
VIC,321,Fraser,3354,Glengala South,206,27.03,556,72.97,762,3.98
VIC,321,Fraser,3355,Kealba,525,41.7,734,58.3,1259,10.43
VIC,321,Fraser,3356,Keilor (Fraser),1096,56.79,834,43.21,1930,4.44
VIC,321,Fraser,3357,Keilor Downs,591,41.13,846,58.87,1437,6.31
VIC,321,Fraser,83796,Keilor Village,216,58.86,151,41.14,367,6.52
VIC,321,Fraser,3359,Kings Park (Fraser),310,28.52,777,71.48,1087,8.42
VIC,321,Fraser,91790,Melbourne (Fraser),8,25.81,23,74.19,31,-11.27
VIC,321,Fraser,97510,Melbourne Central FRASER PPVC,128,37.98,209,62.02,337,0.44
VIC,321,Fraser,91799,Melbourne FRASER PPVC,265,35.96,472,64.04,737,-1.58
VIC,321,Fraser,31048,Monmia,797,38.15,1292,61.85,2089,6.37
VIC,321,Fraser,97545,Other Mobile Team 1,0,0,0,0,0,-23.16
VIC,321,Fraser,91787,Special Hospital Team 1,46,52.27,42,47.73,88,8.52
VIC,321,Fraser,91827,Special Hospital Team 2,26,34.67,49,65.33,75,-8.73
VIC,321,Fraser,3361,St Albans East,288,27.77,749,72.23,1037,6.23
VIC,321,Fraser,3362,St Albans North,239,24.74,727,75.26,966,1.03
VIC,321,Fraser,82787,St Albans PPVC,7706,33.52,15285,66.48,22991,8.04
VIC,321,Fraser,3363,St Albans South,171,26.93,464,73.07,635,5.28
VIC,321,Fraser,3364,St Albans South East,293,28.61,731,71.39,1024,6.04
VIC,321,Fraser,3365,St Albans West (Fraser),292,28.43,735,71.57,1027,7.37
VIC,321,Fraser,3699,Sunshine,316,27.41,837,72.59,1153,1.14
VIC,321,Fraser,38309,Sunshine FRASER PPVC,3990,34.18,7682,65.82,11672,7.81
VIC,321,Fraser,3367,Sunshine North,441,32.07,934,67.93,1375,5.32
VIC,321,Fraser,3347,Sunshine North West,249,30.74,561,69.26,810,9.46
VIC,321,Fraser,3350,Sunvale,376,28.55,941,71.45,1317,2.17
VIC,321,Fraser,46561,Sydenham Central (Fraser),290,36.8,498,63.2,788,3.44
VIC,321,Fraser,83803,Sydenham East,220,36.42,384,63.58,604,-0.81
VIC,321,Fraser,47832,Sydenham West (Fraser),538,31.17,1188,68.83,1726,2.79
VIC,321,Fraser,8907,Taylors Lakes,878,47.43,973,52.57,1851,3.04
VIC,321,Fraser,47828,Taylors Lakes Central,880,44.47,1099,55.53,1979,8.13
VIC,321,Fraser,33282,Taylors Lakes North,1219,48.2,1310,51.8,2529,9.62
VIC,321,Fraser,3701,Tottenham North (Fraser),273,28.09,699,71.91,972,2.59
VIC,212,Gellibrand,92004,Alamanda (Gellibrand),166,43.23,218,56.77,384,-3.86
VIC,212,Gellibrand,4236,Altona,329,34.93,613,65.07,942,-3.85
VIC,212,Gellibrand,8893,Altona Bay,259,32.38,541,67.63,800,-0.26
VIC,212,Gellibrand,3676,Altona East,374,32.24,786,67.76,1160,-2.68
VIC,212,Gellibrand,3677,Altona Gate,418,29.46,1001,70.54,1419,-0.12
VIC,212,Gellibrand,58455,Altona Green,601,29.36,1446,70.64,2047,1.4
VIC,212,Gellibrand,4237,Altona Meadows,453,27.55,1191,72.45,1644,3.96
VIC,212,Gellibrand,83734,Altona Meadows East,165,33.67,325,66.33,490,5.1
VIC,212,Gellibrand,3678,Altona North,375,28.78,928,71.22,1303,-1.4
VIC,212,Gellibrand,83964,Altona PPVC,8357,40.77,12140,59.23,20497,1.64
VIC,212,Gellibrand,4238,Altona West,371,34.04,719,65.96,1090,-2.67
VIC,212,Gellibrand,65439,BLV Gellibrand PPVC,4,44.44,5,55.56,9,4.44
VIC,212,Gellibrand,36443,Boardwalk (Gellibrand),850,38.55,1355,61.45,2205,-3.45
VIC,212,Gellibrand,47822,Boardwalk Central (Gellibrand),398,45.96,468,54.04,866,2.81
VIC,212,Gellibrand,30203,Divisional Office (PREPOLL),50,32.26,105,67.74,155,-0.01
VIC,212,Gellibrand,92007,Featherbrook (Gellibrand),64,40.76,93,59.24,157,-5.59
VIC,212,Gellibrand,3680,Footscray (Gellibrand),189,20,756,80,945,-2.82
VIC,212,Gellibrand,3681,Footscray Central,225,18.89,966,81.11,1191,-5.56
VIC,212,Gellibrand,58762,Footscray GELLIBRAND PPVC,1528,27.12,4106,72.88,5634,-3.81
VIC,212,Gellibrand,3685,Footscray South,250,19.5,1032,80.5,1282,-5.05
VIC,212,Gellibrand,64709,Hoppers Crossing GELLIBRAND PPVC,1500,45.54,1794,54.46,3294,8.98
VIC,212,Gellibrand,65111,Innisfail (Gellibrand),496,41.23,707,58.77,1203,-2.98
VIC,212,Gellibrand,3687,Kingsville,497,23.04,1660,76.96,2157,-4.97
VIC,212,Gellibrand,4248,Laverton North,247,25.36,727,74.64,974,-3.1
VIC,212,Gellibrand,31984,Melbourne (Gellibrand),20,31.25,44,68.75,64,-0.47
VIC,212,Gellibrand,97511,Melbourne Central GELLIBRAND PPVC,251,39.84,379,60.16,630,3.82
VIC,212,Gellibrand,83904,Melbourne GELLIBRAND PPVC,413,29.88,969,70.12,1382,-6.14
VIC,212,Gellibrand,3693,Newport,439,30.36,1007,69.64,1446,-2.45
VIC,212,Gellibrand,3694,Newport East,411,30.9,919,69.1,1330,-4.19
VIC,212,Gellibrand,3695,Newport West,195,20.61,751,79.39,946,-3.93
VIC,212,Gellibrand,46531,Point Cook (Gellibrand),889,46.86,1008,53.14,1897,-2.88
VIC,212,Gellibrand,83022,Sanctuary Lakes (Gellibrand),552,49.6,561,50.4,1113,1.8
VIC,212,Gellibrand,82874,Sanctuary Lakes South,345,39.43,530,60.57,875,-6.38
VIC,212,Gellibrand,32908,Seabrook,834,38.77,1317,61.23,2151,-0.79
VIC,212,Gellibrand,4256,Seaholme,317,39.67,482,60.33,799,-0.88
VIC,212,Gellibrand,3696,Seddon,318,22.3,1108,77.7,1426,-6.16
VIC,212,Gellibrand,3698,South Kingsville,377,32.73,775,67.27,1152,-1.39
VIC,212,Gellibrand,31958,Special Hospital Team 1,96,36.36,168,63.64,264,-1.61
VIC,212,Gellibrand,3697,Spotswood,279,29.15,678,70.85,957,-5.61
